epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
157,238.437,0.80167,0.56617,0.88696,0.99562,1,0.995,0.76293,0.85677,0.5319,0.93391,0.00169112,0.00169112,0.00169112
158,239.871,0.76444,0.52203,0.86458,0.9954,1,0.995,0.79526,0.89856,0.53397,0.94207,0.00168914,0.00168914,0.00168914
159,241.301,0.85743,0.59475,0.90001,0.99624,1,0.995,0.75689,1.05933,0.56343,0.98127,0.00168716,0.00168716,0.00168716
160,242.729,0.88694,0.5715,0.93071,0.99418,1,0.995,0.77088,0.92795,0.54029,0.94689,0.00168518,0.00168518,0.00168518
161,244.135,0.83196,0.58035,0.91217,0.99581,1,0.995,0.78218,0.84835,0.52621,0.93667,0.0016832,0.0016832,0.0016832
162,245.612,0.89236,0.58475,0.92391,0.99574,1,0.995,0.7935,0.90508,0.53533,0.94753,0.00168122,0.00168122,0.00168122
163,247.067,0.8369,0.56119,0.91225,0.99467,1,0.995,0.78939,0.8396,0.52653,0.93498,0.00167924,0.00167924,0.00167924
164,248.477,0.79562,0.54292,0.87128,0.99606,1,0.995,0.77169,0.97903,0.549,0.95783,0.00167726,0.00167726,0.00167726
165,249.964,0.81918,0.54747,0.89341,0.99575,1,0.995,0.76593,0.89686,0.51683,0.94049,0.00167528,0.00167528,0.00167528
166,251.402,0.83798,0.56602,0.89147,0.99573,1,0.995,0.76962,0.86583,0.51834,0.93932,0.0016733,0.0016733,0.0016733
167,252.872,0.75986,0.5397,0.89734,0.99631,1,0.995,0.78455,0.80802,0.50376,0.92398,0.00167132,0.00167132,0.00167132
168,254.35,0.7794,0.51719,0.90596,0.99574,1,0.995,0.79222,0.80002,0.48593,0.92,0.00166934,0.00166934,0.00166934
169,255.828,0.73535,0.51481,0.88687,0.99647,1,0.995,0.7955,0.83758,0.52149,0.9287,0.00166736,0.00166736,0.00166736
170,257.282,0.73264,0.51282,0.88507,0.99534,1,0.995,0.80368,0.80204,0.52958,0.92206,0.00166538,0.00166538,0.00166538
171,258.725,0.78339,0.53593,0.89436,0.99588,1,0.995,0.77903,0.87349,0.5575,0.93171,0.0016634,0.0016634,0.0016634
172,260.182,0.80291,0.52048,0.89128,0.99377,1,0.995,0.78873,0.88893,0.5938,0.9354,0.00166142,0.00166142,0.00166142
173,261.681,0.80594,0.53488,0.89661,0.99623,1,0.995,0.79984,0.85149,0.54012,0.9347,0.00165944,0.00165944,0.00165944
174,263.138,0.78043,0.52753,0.90806,0.99609,1,0.995,0.81827,0.7735,0.49705,0.91574,0.00165746,0.00165746,0.00165746
175,264.597,0.7116,0.48986,0.87919,0.99679,1,0.995,0.84902,0.72818,0.46465,0.91026,0.00165548,0.00165548,0.00165548
176,266.022,0.72379,0.48182,0.87847,0.9969,1,0.995,0.83324,0.77253,0.47686,0.92183,0.0016535,0.0016535,0.0016535
177,267.446,0.77385,0.47459,0.88762,0.99633,1,0.995,0.81678,0.75972,0.47856,0.92122,0.00165152,0.00165152,0.00165152
178,268.884,0.81997,0.56479,0.90427,0.99538,1,0.995,0.73599,0.94951,0.55345,0.95178,0.00164954,0.00164954,0.00164954
179,270.351,0.78477,0.52354,0.89828,0.99601,1,0.995,0.72453,0.95399,0.51536,0.9599,0.00164756,0.00164756,0.00164756
180,271.819,0.80331,0.53357,0.88952,0.99717,1,0.995,0.80534,0.79742,0.48828,0.92027,0.00164558,0.00164558,0.00164558
181,273.292,0.79705,0.52001,0.87619,0.9954,1,0.995,0.79879,0.80968,0.50559,0.91978,0.0016436,0.0016436,0.0016436
182,274.75,0.77697,0.52135,0.87136,0.99725,1,0.995,0.76388,0.91378,0.54866,0.94334,0.00164162,0.00164162,0.00164162
183,276.186,0.81463,0.53469,0.87554,0.99696,1,0.995,0.7974,0.80778,0.50667,0.91733,0.00163964,0.00163964,0.00163964
184,277.643,0.75125,0.53079,0.87402,0.99322,1,0.995,0.79068,0.83553,0.49645,0.92109,0.00163766,0.00163766,0.00163766
185,279.083,0.77568,0.496,0.84915,0.99667,1,0.995,0.79806,0.83498,0.5096,0.93039,0.00163568,0.00163568,0.00163568
186,280.519,0.7553,0.51547,0.89066,0.99727,1,0.995,0.79327,0.81622,0.45229,0.92388,0.0016337,0.0016337,0.0016337
187,281.971,0.83707,0.52489,0.86997,0.99717,1,0.995,0.75093,0.95414,0.52339,0.95293,0.00163172,0.00163172,0.00163172
188,283.428,0.81207,0.49386,0.87668,0.99712,1,0.995,0.74201,0.97769,0.53097,0.96994,0.00162974,0.00162974,0.00162974
189,284.852,0.80484,0.5044,0.87512,0.99627,1,0.995,0.71324,1.03082,0.5999,0.98672,0.00162776,0.00162776,0.00162776
190,286.304,0.87208,0.51315,0.89971,0.99603,1,0.995,0.7424,0.9993,0.59721,0.96566,0.00162578,0.00162578,0.00162578
191,287.78,0.80724,0.54344,0.89492,0.99632,1,0.995,0.72161,0.92282,0.55818,0.94089,0.0016238,0.0016238,0.0016238
192,289.273,0.84388,0.54495,0.90466,0.99672,1,0.995,0.76771,0.88357,0.49409,0.93875,0.00162182,0.00162182,0.00162182
193,290.743,0.76036,0.50447,0.86072,0.99709,1,0.995,0.76992,0.92053,0.48269,0.93648,0.00161984,0.00161984,0.00161984
194,292.197,0.7944,0.51802,0.89549,0.99669,1,0.995,0.78672,0.87298,0.5137,0.93456,0.00161786,0.00161786,0.00161786
195,293.662,0.76447,0.49692,0.88273,0.99659,1,0.995,0.74447,0.94555,0.53813,0.95559,0.00161588,0.00161588,0.00161588
196,295.137,0.76961,0.51972,0.87911,0.99642,1,0.995,0.74726,0.96786,0.56123,0.94594,0.0016139,0.0016139,0.0016139
197,296.578,0.85544,0.55004,0.88039,0.99657,1,0.995,0.77414,0.87802,0.51319,0.93284,0.00161192,0.00161192,0.00161192
198,298.023,0.78171,0.48671,0.86905,0.99684,1,0.995,0.73709,0.90289,0.50226,0.94118,0.00160994,0.00160994,0.00160994
199,299.472,0.79554,0.49976,0.87566,0.99646,1,0.995,0.77094,0.88996,0.51305,0.92937,0.00160796,0.00160796,0.00160796
200,300.899,0.78539,0.50869,0.89087,0.99631,1,0.995,0.80979,0.81496,0.50123,0.91805,0.00160598,0.00160598,0.00160598
201,302.359,0.76694,0.52859,0.87558,0.99699,1,0.995,0.80213,0.84909,0.50933,0.92669,0.001604,0.001604,0.001604
202,303.832,0.76223,0.50933,0.87762,0.99695,1,0.995,0.8228,0.85478,0.47165,0.92004,0.00160202,0.00160202,0.00160202
203,305.266,0.76678,0.48622,0.86729,0.99666,1,0.995,0.82565,0.80601,0.49536,0.91749,0.00160004,0.00160004,0.00160004
204,306.729,0.78141,0.50931,0.87975,0.9969,1,0.995,0.78685,0.81934,0.51485,0.92553,0.00159806,0.00159806,0.00159806
205,308.172,0.73694,0.48609,0.89939,0.99654,1,0.995,0.79773,0.81191,0.47506,0.91918,0.00159608,0.00159608,0.00159608
206,309.601,0.73627,0.50271,0.87626,0.99706,1,0.995,0.76697,0.84477,0.50886,0.92851,0.0015941,0.0015941,0.0015941
207,311.044,0.74883,0.48325,0.86434,0.99713,1,0.995,0.78119,0.816,0.48018,0.91778,0.00159212,0.00159212,0.00159212
208,312.527,0.69683,0.46888,0.85978,0.99711,1,0.995,0.80038,0.83443,0.47807,0.92372,0.00159014,0.00159014,0.00159014
209,313.972,0.71258,0.48099,0.88316,0.99667,1,0.995,0.83486,0.79628,0.47612,0.91946,0.00158816,0.00158816,0.00158816
210,315.432,0.73018,0.46259,0.87813,0.99689,1,0.995,0.8145,0.75917,0.46304,0.91004,0.00158618,0.00158618,0.00158618
211,316.914,0.75041,0.47036,0.88748,0.99717,1,0.995,0.81534,0.76609,0.47047,0.91428,0.0015842,0.0015842,0.0015842
212,318.421,0.73478,0.48195,0.86649,0.99688,1,0.995,0.79196,0.77216,0.49487,0.90879,0.00158222,0.00158222,0.00158222
213,319.884,0.72176,0.49192,0.89122,0.99704,1,0.995,0.80566,0.80048,0.4752,0.91559,0.00158024,0.00158024,0.00158024
214,321.373,0.7971,0.47989,0.85415,0.99663,1,0.995,0.75378,0.84558,0.50945,0.93071,0.00157826,0.00157826,0.00157826
215,322.801,0.7372,0.48645,0.88562,0.99652,1,0.995,0.79224,0.8321,0.48266,0.92757,0.00157628,0.00157628,0.00157628
216,324.261,0.76273,0.47799,0.89195,0.99592,1,0.995,0.81352,0.77991,0.475,0.91577,0.0015743,0.0015743,0.0015743
217,325.707,0.69382,0.46256,0.85813,0.99705,1,0.995,0.77512,0.86676,0.51211,0.92973,0.00157232,0.00157232,0.00157232
218,327.169,0.75344,0.49311,0.87624,0.99662,1,0.995,0.76488,0.90594,0.50025,0.94052,0.00157034,0.00157034,0.00157034
219,328.588,0.67301,0.47103,0.86426,0.99743,1,0.995,0.73523,0.97325,0.54393,0.96083,0.00156836,0.00156836,0.00156836
220,330.049,0.87048,0.52562,0.88305,0.99492,1,0.995,0.73725,0.98854,0.58521,0.96179,0.00156638,0.00156638,0.00156638
221,331.525,0.76956,0.48414,0.87129,0.99397,1,0.995,0.75568,0.92879,0.54521,0.94713,0.0015644,0.0015644,0.0015644
222,332.96,0.73651,0.48528,0.87653,0.99571,1,0.995,0.78963,0.81625,0.5315,0.92001,0.00156242,0.00156242,0.00156242
223,334.383,0.71501,0.49267,0.87106,0.99635,1,0.995,0.81469,0.83809,0.47869,0.92578,0.00156044,0.00156044,0.00156044
224,335.825,0.72851,0.45243,0.86872,0.99661,1,0.995,0.77464,0.77722,0.47187,0.91438,0.00155846,0.00155846,0.00155846
225,337.311,0.77301,0.47251,0.85816,0.99708,1,0.995,0.79749,0.74792,0.46234,0.90641,0.00155648,0.00155648,0.00155648
226,338.748,0.73726,0.47083,0.8751,0.99729,1,0.995,0.76923,0.90056,0.47581,0.9365,0.0015545,0.0015545,0.0015545
227,340.201,0.77886,0.4938,0.87795,0.99715,1,0.995,0.76967,0.89875,0.52417,0.93892,0.00155252,0.00155252,0.00155252
228,341.645,0.81797,0.51685,0.89031,0.99707,1,0.995,0.76079,0.94168,0.50467,0.94124,0.00155054,0.00155054,0.00155054
229,343.103,0.77008,0.47849,0.85187,0.99717,1,0.995,0.79087,0.90178,0.49087,0.93704,0.00154856,0.00154856,0.00154856
230,344.569,0.83607,0.47853,0.87793,0.99731,1,0.995,0.8195,0.82048,0.4705,0.9273,0.00154658,0.00154658,0.00154658
231,346.033,0.73441,0.47354,0.86439,0.99736,1,0.995,0.78663,0.82762,0.47364,0.91686,0.0015446,0.0015446,0.0015446
232,347.501,0.7667,0.45791,0.87117,0.99705,1,0.995,0.82161,0.7877,0.46382,0.9175,0.00154262,0.00154262,0.00154262
233,348.983,0.76675,0.46859,0.88039,0.99706,1,0.995,0.79834,0.79801,0.45796,0.92257,0.00154064,0.00154064,0.00154064
234,350.445,0.74908,0.46257,0.87344,0.99698,1,0.995,0.76796,0.89259,0.49171,0.93587,0.00153866,0.00153866,0.00153866
235,351.891,0.74949,0.47473,0.86207,0.99686,1,0.995,0.85039,0.73846,0.45813,0.90751,0.00153668,0.00153668,0.00153668
236,353.381,0.7435,0.46777,0.87696,0.99673,1,0.995,0.81908,0.73058,0.4371,0.90653,0.0015347,0.0015347,0.0015347
237,354.821,0.70437,0.45557,0.8703,0.99674,1,0.995,0.77054,0.85586,0.47364,0.92324,0.00153272,0.00153272,0.00153272
238,356.249,0.68352,0.43558,0.85008,0.99689,1,0.995,0.8003,0.74953,0.43757,0.91429,0.00153074,0.00153074,0.00153074
239,357.704,0.75478,0.46336,0.87584,0.99625,1,0.995,0.82714,0.74408,0.45605,0.91256,0.00152876,0.00152876,0.00152876
240,359.154,0.64993,0.4457,0.88241,0.99719,1,0.995,0.80773,0.74103,0.42168,0.90785,0.00152678,0.00152678,0.00152678
241,360.6,0.72846,0.43883,0.84842,0.99729,1,0.995,0.84833,0.75354,0.45342,0.90928,0.0015248,0.0015248,0.0015248
242,362.06,0.74668,0.45935,0.87441,0.99739,1,0.995,0.85001,0.73204,0.45095,0.90667,0.00152282,0.00152282,0.00152282
243,363.49,0.68766,0.44255,0.86259,0.99637,1,0.995,0.82369,0.76737,0.47318,0.91585,0.00152084,0.00152084,0.00152084
244,364.915,0.6819,0.45098,0.86514,0.99451,1,0.995,0.81438,0.76631,0.47139,0.91771,0.00151886,0.00151886,0.00151886
245,366.365,0.72098,0.45809,0.86377,0.99605,1,0.995,0.81279,0.76598,0.44882,0.91435,0.00151688,0.00151688,0.00151688
246,367.796,0.66334,0.4481,0.88053,0.99747,1,0.995,0.82763,0.72334,0.43067,0.90802,0.0015149,0.0015149,0.0015149
247,369.235,0.70432,0.44621,0.86153,0.99734,1,0.995,0.78936,0.85645,0.48443,0.93503,0.00151292,0.00151292,0.00151292
248,370.674,0.76114,0.47486,0.89257,0.99729,1,0.995,0.78605,0.82039,0.45988,0.92889,0.00151094,0.00151094,0.00151094
249,372.119,0.70429,0.45639,0.86491,0.9974,1,0.995,0.80343,0.77953,0.4708,0.9208,0.00150896,0.00150896,0.00150896
250,373.585,0.71596,0.47292,0.85115,0.9972,1,0.995,0.7806,0.82832,0.50066,0.92689,0.00150698,0.00150698,0.00150698
251,375.066,0.73683,0.4814,0.8863,0.99723,1,0.995,0.80881,0.81273,0.43896,0.91957,0.001505,0.001505,0.001505
252,376.502,0.6675,0.44017,0.82914,0.99624,1,0.995,0.8048,0.77009,0.4421,0.91286,0.00150302,0.00150302,0.00150302
253,377.935,0.74444,0.47092,0.85796,0.9947,1,0.995,0.76995,0.86123,0.48669,0.93184,0.00150104,0.00150104,0.00150104
254,379.381,0.72582,0.46985,0.88382,0.99474,1,0.995,0.79525,0.80544,0.46844,0.91787,0.00149906,0.00149906,0.00149906
255,380.825,0.74338,0.4634,0.87829,0.99642,1,0.995,0.8007,0.77026,0.4485,0.91651,0.00149708,0.00149708,0.00149708
256,382.252,0.74364,0.46235,0.84147,0.99655,1,0.995,0.81049,0.85661,0.44681,0.93354,0.0014951,0.0014951,0.0014951
257,383.702,0.73205,0.46394,0.86859,0.99678,1,0.995,0.84189,0.7408,0.45019,0.90784,0.00149312,0.00149312,0.00149312
258,385.163,0.6931,0.43724,0.84787,0.99692,1,0.995,0.82909,0.72812,0.43727,0.90081,0.00149114,0.00149114,0.00149114
259,386.616,0.70952,0.45696,0.8503,0.99622,1,0.995,0.80073,0.78132,0.50349,0.90666,0.00148916,0.00148916,0.00148916
260,388.041,0.70174,0.46174,0.87077,0.99528,1,0.995,0.78865,0.77133,0.55626,0.90569,0.00148718,0.00148718,0.00148718
261,389.48,0.69117,0.48297,0.86364,0.99461,1,0.995,0.78134,0.82083,0.5397,0.91389,0.0014852,0.0014852,0.0014852
262,390.952,0.65835,0.44843,0.86452,0.99611,1,0.995,0.82063,0.76716,0.45005,0.90944,0.00148322,0.00148322,0.00148322
263,392.394,0.6413,0.42098,0.84221,0.99662,1,0.995,0.82071,0.75164,0.4562,0.89953,0.00148124,0.00148124,0.00148124
264,393.822,0.67066,0.44162,0.84297,0.99535,1,0.995,0.75133,0.96705,0.50313,0.94474,0.00147926,0.00147926,0.00147926
265,395.297,0.79925,0.48203,0.87656,0.99592,1,0.995,0.77881,0.85755,0.49923,0.92859,0.00147728,0.00147728,0.00147728
266,396.75,0.73911,0.47352,0.86243,0.99566,1,0.995,0.73924,0.93401,0.57622,0.93268,0.0014753,0.0014753,0.0014753
267,398.195,0.78553,0.47368,0.86479,0.99674,1,0.995,0.75707,0.91543,0.55838,0.93498,0.00147332,0.00147332,0.00147332
268,399.69,0.72165,0.46197,0.84736,0.99731,1,0.995,0.76082,0.9447,0.48396,0.93814,0.00147134,0.00147134,0.00147134
269,401.107,0.76213,0.47214,0.86076,0.99644,1,0.995,0.7674,0.89944,0.49524,0.93697,0.00146936,0.00146936,0.00146936
270,402.559,0.68968,0.43851,0.85315,0.99633,1,0.995,0.78278,0.82901,0.48213,0.92349,0.00146738,0.00146738,0.00146738
271,404.039,0.73727,0.48328,0.86512,0.99603,1,0.995,0.81457,0.78998,0.4836,0.9136,0.0014654,0.0014654,0.0014654
272,405.469,0.73406,0.46042,0.85998,0.99674,1,0.995,0.84826,0.73336,0.44604,0.90478,0.00146342,0.00146342,0.00146342
273,406.93,0.65957,0.44611,0.83333,0.99715,1,0.995,0.83069,0.74076,0.42507,0.90626,0.00146144,0.00146144,0.00146144
274,408.422,0.64153,0.43772,0.84477,0.9973,1,0.995,0.82356,0.77405,0.4548,0.91228,0.00145946,0.00145946,0.00145946
275,409.902,0.74024,0.43485,0.8881,0.99739,1,0.995,0.82228,0.72495,0.43184,0.90371,0.00145748,0.00145748,0.00145748
276,411.353,0.69361,0.44917,0.85757,0.99705,1,0.995,0.81445,0.75247,0.44371,0.90479,0.0014555,0.0014555,0.0014555
277,412.843,0.62579,0.42215,0.84448,0.99716,1,0.995,0.81973,0.72928,0.42502,0.90203,0.00145352,0.00145352,0.00145352
278,414.336,0.65373,0.43952,0.84062,0.99717,1,0.995,0.82053,0.70803,0.41073,0.89705,0.00145154,0.00145154,0.00145154
279,415.8,0.71307,0.4528,0.85918,0.99727,1,0.995,0.83555,0.69258,0.421,0.89357,0.00144956,0.00144956,0.00144956
280,417.282,0.66515,0.44048,0.86112,0.99662,1,0.995,0.82472,0.76454,0.43461,0.90172,0.00144758,0.00144758,0.00144758
281,418.744,0.70238,0.43774,0.86484,0.99702,1,0.995,0.83123,0.74981,0.44073,0.90427,0.0014456,0.0014456,0.0014456
282,420.21,0.66849,0.44171,0.85139,0.99722,1,0.995,0.81211,0.77672,0.43639,0.91388,0.00144362,0.00144362,0.00144362
283,421.686,0.65527,0.41525,0.8318,0.99722,1,0.995,0.84055,0.76732,0.43158,0.91374,0.00144164,0.00144164,0.00144164
284,423.139,0.66332,0.42161,0.83846,0.99722,1,0.995,0.82846,0.73211,0.46145,0.8986,0.00143966,0.00143966,0.00143966
285,424.584,0.6364,0.42105,0.83738,0.99669,1,0.995,0.82913,0.71418,0.43774,0.90407,0.00143768,0.00143768,0.00143768
286,426.034,0.75376,0.43761,0.88244,0.99474,1,0.995,0.82028,0.74552,0.42724,0.9062,0.0014357,0.0014357,0.0014357
287,427.468,0.67973,0.43201,0.85303,0.99653,1,0.995,0.81742,0.68983,0.4275,0.89275,0.00143372,0.00143372,0.00143372
288,428.9,0.67536,0.43283,0.85927,0.99658,1,0.995,0.82694,0.73874,0.4624,0.89835,0.00143174,0.00143174,0.00143174
289,430.338,0.68131,0.44499,0.86903,0.99716,1,0.995,0.84179,0.74612,0.43984,0.89973,0.00142976,0.00142976,0.00142976
290,431.776,0.69828,0.46622,0.87079,0.99727,1,0.995,0.82219,0.73762,0.40432,0.90042,0.00142778,0.00142778,0.00142778
291,433.24,0.67845,0.42562,0.84424,0.99752,1,0.995,0.81366,0.81618,0.4372,0.91779,0.0014258,0.0014258,0.0014258
292,434.662,0.67448,0.43455,0.85539,0.99742,1,0.995,0.85066,0.73561,0.44046,0.90325,0.00142382,0.00142382,0.00142382
293,436.111,0.70112,0.44778,0.8753,0.99749,1,0.995,0.83198,0.69806,0.4179,0.89236,0.00142184,0.00142184,0.00142184
294,437.58,0.68121,0.42993,0.88727,0.99724,1,0.995,0.78361,0.81179,0.43942,0.91729,0.00141986,0.00141986,0.00141986
295,439.051,0.65935,0.42779,0.84881,0.99539,1,0.995,0.76055,0.86168,0.48295,0.92437,0.00141788,0.00141788,0.00141788
296,440.491,0.71607,0.42107,0.84976,0.99648,1,0.995,0.78502,0.82896,0.48659,0.91928,0.0014159,0.0014159,0.0014159
297,441.976,0.63685,0.41847,0.83634,0.99701,1,0.995,0.81207,0.80924,0.46691,0.91444,0.00141392,0.00141392,0.00141392
298,443.425,0.63167,0.42769,0.85554,0.99757,1,0.995,0.84235,0.68631,0.42512,0.89169,0.00141194,0.00141194,0.00141194
299,444.865,0.6625,0.4128,0.83385,0.99737,1,0.995,0.82576,0.75981,0.48131,0.90853,0.00140996,0.00140996,0.00140996
300,446.336,0.6433,0.43745,0.85818,0.99731,1,0.995,0.80703,0.77319,0.46457,0.91061,0.00140798,0.00140798,0.00140798
301,447.823,0.67707,0.41474,0.85367,0.99701,1,0.995,0.80746,0.74911,0.43151,0.90625,0.001406,0.001406,0.001406
302,449.256,0.67679,0.41774,0.84745,0.99647,1,0.995,0.8046,0.75442,0.45009,0.90934,0.00140402,0.00140402,0.00140402
303,450.701,0.63957,0.429,0.85393,0.99628,1,0.995,0.80294,0.7702,0.46128,0.91661,0.00140204,0.00140204,0.00140204
304,452.159,0.63561,0.42112,0.86719,0.99663,1,0.995,0.81791,0.72812,0.43805,0.9111,0.00140006,0.00140006,0.00140006
305,453.619,0.67156,0.43465,0.85305,0.99696,1,0.995,0.82808,0.76818,0.42914,0.91415,0.00139808,0.00139808,0.00139808
