epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,178.758,1.01685,2.14325,0.19627,0.72535,0.97834,0.99502,1,0.995,0.7096,0.99502,1,0.995,0.52388,1.00417,1.58857,0.0223,0.59066,0.94294,0.00178814,0.00178814,0.00178814
109,180.386,0.977,1.92839,0.19749,0.73785,0.94298,0.99169,1,0.995,0.68396,0.94834,0.95652,0.91456,0.57108,1.09748,1.59212,0.02274,0.66094,0.96604,0.00178616,0.00178616,0.00178616
110,181.991,0.99455,1.98617,0.12075,0.74317,0.96292,0.99248,1,0.995,0.69015,0.90575,0.91304,0.91032,0.46731,1.20611,2.17134,0.02227,0.67579,0.9859,0.00178418,0.00178418,0.00178418
111,183.533,0.98994,1.79352,0.12941,0.702,0.94358,0.99538,1,0.995,0.70663,0.99538,1,0.995,0.62754,1.07264,1.68265,0.02357,0.67078,0.95813,0.0017822,0.0017822,0.0017822
112,185.069,1.04748,2.04314,0.15578,0.73526,0.98743,0.95059,1,0.99333,0.71876,0.90926,0.95652,0.94289,0.6901,1.01742,1.3827,0.02596,0.65381,0.94233,0.00178022,0.00178022,0.00178022
113,186.636,1.05404,1.78825,0.1445,0.77826,0.99675,0.99331,1,0.995,0.74817,0.94996,0.95652,0.95441,0.67161,1.00982,1.32539,0.02683,0.62686,0.94414,0.00177824,0.00177824,0.00177824
114,188.309,0.97949,1.68369,0.13366,0.70759,0.95493,0.99512,1,0.995,0.75697,0.99512,1,0.995,0.68061,0.98242,1.40761,0.02619,0.63668,0.93319,0.00177626,0.00177626,0.00177626
115,189.819,1.0313,1.82996,0.1857,0.74452,0.98233,0.99518,1,0.995,0.7362,0.99518,1,0.995,0.62393,0.99378,1.7863,0.02664,0.62612,0.93863,0.00177428,0.00177428,0.00177428
116,191.361,1.01992,1.8842,0.16025,0.7099,0.94413,0.99625,1,0.995,0.72261,0.99625,1,0.995,0.66302,0.95053,1.38078,0.03079,0.60793,0.93056,0.0017723,0.0017723,0.0017723
117,192.905,1.03807,1.95841,0.14456,0.72753,0.99104,0.99573,1,0.995,0.73246,0.95233,0.95652,0.94673,0.66296,0.98015,1.33892,0.0268,0.58495,0.93636,0.00177032,0.00177032,0.00177032
118,194.499,1.05369,1.70955,0.11931,0.70857,0.95417,0.99244,1,0.995,0.76101,0.94929,0.95652,0.94657,0.6569,0.94942,1.31274,0.02383,0.59327,0.93334,0.00176834,0.00176834,0.00176834
119,196.027,1.07779,2.15254,0.14443,0.75258,1.01384,0.99619,1,0.995,0.71496,0.95288,0.95652,0.96247,0.56818,1.0336,1.60686,0.02659,0.61988,0.94849,0.00176636,0.00176636,0.00176636
120,197.549,1.01972,1.95764,0.19627,0.72925,0.99537,0.99623,1,0.995,0.67523,0.95291,0.95652,0.95,0.62502,1.09756,1.55859,0.02502,0.65684,0.96517,0.00176438,0.00176438,0.00176438
121,199.076,1.08662,1.79415,0.12515,0.70298,0.9588,0.95654,1,0.98083,0.74467,0.94675,0.95652,0.94557,0.6446,0.9925,1.46078,0.02927,0.67266,0.93987,0.0017624,0.0017624,0.0017624
122,200.71,1.11915,1.86691,0.16222,0.73309,0.96459,0.95477,1,0.97,0.71813,0.9802,1,0.995,0.65363,1.00712,1.27153,0.03362,0.6533,0.96099,0.00176042,0.00176042,0.00176042
123,202.225,1.05375,1.8245,0.17871,0.71195,0.99653,0.99702,1,0.995,0.74654,0.9529,0.95652,0.94067,0.6725,0.97383,1.4062,0.03094,0.6669,0.94571,0.00175844,0.00175844,0.00175844
124,203.776,1.01371,1.76734,0.17277,0.72247,0.95572,1,0.98527,0.995,0.74354,1,0.98527,0.995,0.65487,0.95239,1.32703,0.03332,0.77216,0.93589,0.00175646,0.00175646,0.00175646
125,205.346,1.00098,1.81325,0.14577,0.67558,0.94518,0.99779,1,0.995,0.74565,0.95334,0.95652,0.95421,0.69459,1.00078,1.34469,0.03614,0.76087,0.94846,0.00175448,0.00175448,0.00175448
126,206.938,0.98324,1.5724,0.13318,0.70785,0.94167,0.99119,1,0.995,0.76811,0.94809,0.95652,0.96023,0.72048,0.95873,1.24919,0.02952,0.65249,0.93195,0.0017525,0.0017525,0.0017525
127,208.597,1.00999,1.67959,0.18157,0.6796,0.9536,1,0.99521,0.995,0.73849,0.98349,0.95652,0.95723,0.71206,0.96455,1.25821,0.03168,0.64414,0.92825,0.00175052,0.00175052,0.00175052
128,210.193,1.00749,1.54613,0.15161,0.66067,0.96565,0.99208,1,0.995,0.75067,0.99208,1,0.995,0.66032,0.9586,1.27827,0.02989,0.678,0.92705,0.00174854,0.00174854,0.00174854
129,211.889,1.0895,1.46684,0.12474,0.67181,0.95358,1,0.98144,0.995,0.65137,1,0.98144,0.995,0.67817,1.12507,1.23595,0.0269,0.94189,0.95907,0.00174656,0.00174656,0.00174656
130,213.451,1.03717,1.56766,0.13586,0.70774,0.9809,0.90512,1,0.9886,0.71471,0.90512,1,0.9886,0.67664,0.97596,1.25478,0.02596,0.85065,0.92872,0.00174458,0.00174458,0.00174458
131,214.959,1.04338,1.63871,0.20826,0.7264,0.96282,0.99044,0.95652,0.99333,0.75555,0.94522,0.91304,0.94973,0.66467,0.94895,1.305,0.02341,0.60925,0.9225,0.0017426,0.0017426,0.0017426
132,216.522,1.03711,1.5105,0.13103,0.67838,0.9702,0.99982,0.95652,0.99333,0.72807,0.99982,0.95652,0.99333,0.71603,1.08385,1.17322,0.02823,0.66639,0.95397,0.00174062,0.00174062,0.00174062
133,218.03,0.95613,1.54435,0.10555,0.68967,0.92643,0.9931,1,0.995,0.74966,0.9931,1,0.995,0.71486,0.97282,1.1678,0.02527,0.61059,0.93366,0.00173864,0.00173864,0.00173864
134,219.65,0.94225,1.4903,0.10755,0.67357,0.95532,0.994,1,0.995,0.76331,0.95078,0.95652,0.95827,0.52895,0.96905,1.74553,0.01856,0.57641,0.92515,0.00173666,0.00173666,0.00173666
135,221.507,1.02581,1.78746,0.17134,0.67504,0.94859,0.95818,0.99627,0.99333,0.67772,0.91456,0.93128,0.95405,0.68712,1.06393,1.22994,0.02234,0.75069,0.9503,0.00173468,0.00173468,0.00173468
136,223.035,0.98456,1.614,0.19061,0.71909,0.95072,0.92962,1,0.995,0.69538,0.88706,0.95652,0.95126,0.67083,1.01757,1.40967,0.02296,0.70927,0.93595,0.0017327,0.0017327,0.0017327
137,224.714,1.02605,1.48048,0.12947,0.66691,0.97508,0.98507,1,0.995,0.72838,0.98507,1,0.995,0.66166,1.0149,1.31357,0.02267,0.624,0.9379,0.00173072,0.00173072,0.00173072
138,226.309,1.02788,1.52322,0.15362,0.66356,0.98232,0.99581,1,0.995,0.73189,0.95241,0.95652,0.93664,0.72991,0.96744,1.08459,0.02543,0.60744,0.93932,0.00172874,0.00172874,0.00172874
139,227.896,0.97727,1.53268,0.13014,0.66096,0.97089,0.99561,1,0.995,0.70971,0.95224,0.95652,0.92957,0.75501,1.01552,1.01098,0.02555,0.58936,0.9523,0.00172676,0.00172676,0.00172676
140,229.433,0.9776,1.26024,0.10565,0.65601,0.96097,0.9931,1,0.995,0.73697,0.9931,1,0.995,0.72083,0.98677,1.09315,0.02353,0.58064,0.93088,0.00172478,0.00172478,0.00172478
141,231.002,0.92207,1.62667,0.13191,0.66285,0.95488,0.99499,1,0.995,0.70543,0.99499,1,0.995,0.73487,0.97997,1.06926,0.02264,0.57454,0.93854,0.0017228,0.0017228,0.0017228
142,232.709,1.0017,1.66023,0.1838,0.66296,0.95227,0.997,1,0.995,0.68387,0.95357,0.95652,0.93088,0.70106,1.08174,1.09441,0.02261,0.59842,0.97001,0.00172082,0.00172082,0.00172082
143,234.766,0.9532,1.37068,0.11524,0.66825,0.93664,0.95297,0.95652,0.9481,0.6967,0.95297,0.95652,0.92387,0.6373,1.01508,1.29987,0.02873,0.6015,0.94748,0.00171884,0.00171884,0.00171884
144,236.476,0.92869,1.36681,0.12621,0.62481,0.92486,0.9958,1,0.995,0.71986,0.95242,0.95652,0.92601,0.7118,0.97228,1.21797,0.02945,0.61008,0.93049,0.00171686,0.00171686,0.00171686
145,238.012,0.97908,1.48787,0.15191,0.63251,0.94597,0.99435,1,0.995,0.71646,0.99435,1,0.995,0.68657,1.04596,1.14612,0.02621,0.59612,0.95461,0.00171488,0.00171488,0.00171488
146,239.57,0.95138,1.37874,0.13217,0.63395,0.94751,0.95184,0.95652,0.97166,0.70407,0.95184,0.95652,0.97166,0.71585,1.06906,1.14875,0.02493,0.62184,0.96168,0.0017129,0.0017129,0.0017129
147,241.129,0.95467,1.53442,0.16435,0.6272,0.92529,0.99254,1,0.995,0.76251,0.99254,1,0.995,0.7107,0.8567,1.14778,0.0206,0.5502,0.89648,0.00171092,0.00171092,0.00171092
148,242.662,0.88867,1.32053,0.09252,0.62915,0.93186,0.95181,1,0.99167,0.76539,0.95181,1,0.99167,0.63807,0.9033,1.3433,0.01826,0.59872,0.9059,0.00170894,0.00170894,0.00170894
149,244.205,0.95396,1.69027,0.17173,0.62814,0.95292,0.95795,1,0.99167,0.76079,0.91591,0.95652,0.9385,0.69628,0.91616,1.15414,0.01868,0.60218,0.90183,0.00170696,0.00170696,0.00170696
150,245.787,0.9725,1.46176,0.12396,0.6031,0.90968,0.95446,1,0.99333,0.75991,0.87106,0.91304,0.88611,0.60678,0.922,1.49574,0.01879,0.61433,0.90561,0.00170498,0.00170498,0.00170498
151,247.43,1.00911,1.4668,0.11937,0.64583,0.9625,0.99372,0.95652,0.9918,0.75266,0.99372,0.95652,0.9918,0.71539,0.97687,1.15452,0.01802,0.64509,0.94014,0.001703,0.001703,0.001703
152,248.964,0.96655,1.39873,0.20835,0.65468,0.93625,0.99789,1,0.995,0.776,0.99789,1,0.995,0.80098,0.89283,0.90987,0.0201,0.56629,0.90901,0.00170102,0.00170102,0.00170102
153,250.506,0.91812,1.21253,0.10832,0.63218,0.9294,0.99553,1,0.995,0.72407,0.99553,1,0.995,0.74626,1.01681,1.14731,0.02102,0.60274,0.94446,0.00169904,0.00169904,0.00169904
154,252.068,0.90312,1.16822,0.1116,0.63756,0.93325,0.99996,1,0.995,0.78217,0.99996,1,0.995,0.78683,0.91107,0.97049,0.02353,0.54698,0.90666,0.00169706,0.00169706,0.00169706
155,253.619,0.98794,1.26428,0.11261,0.62332,0.94386,0.99727,1,0.995,0.80912,0.99727,1,0.995,0.76239,0.87347,0.9425,0.02226,0.5607,0.9076,0.00169508,0.00169508,0.00169508
156,255.224,0.95216,1.43885,0.1839,0.64721,0.9525,0.99174,1,0.995,0.74154,0.99174,1,0.995,0.7334,0.94195,1.02669,0.0214,0.58529,0.92394,0.0016931,0.0016931,0.0016931
157,256.773,0.90105,1.4153,0.13124,0.61185,0.92891,0.99225,1,0.995,0.78033,0.99225,1,0.995,0.78199,0.86653,0.92523,0.02298,0.57158,0.90104,0.00169112,0.00169112,0.00169112
158,258.399,0.91798,1.35921,0.12488,0.61145,0.9372,0.91768,1,0.995,0.78837,0.91768,1,0.995,0.75336,0.85891,1.0783,0.01871,0.62025,0.8896,0.00168914,0.00168914,0.00168914
159,259.932,0.85536,1.23293,0.10035,0.59847,0.89858,0.98288,1,0.995,0.80617,0.98288,1,0.995,0.758,0.84311,1.04082,0.01834,0.65681,0.88751,0.00168716,0.00168716,0.00168716
160,261.457,0.87331,1.27026,0.15576,0.604,0.93355,0.99855,1,0.995,0.78436,0.99855,1,0.995,0.7762,0.89411,0.9475,0.01905,0.56024,0.89968,0.00168518,0.00168518,0.00168518
161,262.97,0.94073,1.31532,0.11977,0.60267,0.92892,0.98651,1,0.995,0.76008,0.98651,1,0.995,0.76105,0.92627,0.99294,0.01981,0.57885,0.91232,0.0016832,0.0016832,0.0016832
162,264.484,0.93985,1.52866,0.19375,0.61938,0.93061,0.99356,1,0.995,0.77932,0.99356,1,0.995,0.7634,0.86879,0.97528,0.02014,0.56417,0.89202,0.00168122,0.00168122,0.00168122
163,266.043,0.86013,0.96943,0.10003,0.59647,0.91413,0.99144,1,0.995,0.75249,0.99144,1,0.995,0.69134,0.92959,1.16779,0.0171,0.56366,0.90948,0.00167924,0.00167924,0.00167924
164,267.573,0.91895,1.13121,0.14571,0.60107,0.9338,0.99399,1,0.995,0.74949,0.99399,1,0.995,0.74293,0.89597,0.99183,0.01729,0.55229,0.90947,0.00167726,0.00167726,0.00167726
165,269.257,0.90684,1.37043,0.12812,0.5917,0.91663,0.99624,1,0.995,0.779,0.99624,1,0.995,0.73702,0.85361,1.01724,0.01816,0.52821,0.89265,0.00167528,0.00167528,0.00167528
166,270.826,0.88182,1.15899,0.12311,0.58878,0.92189,0.99471,1,0.995,0.77406,0.99471,1,0.995,0.71201,0.90426,1.10775,0.01859,0.56975,0.90984,0.0016733,0.0016733,0.0016733
167,272.378,0.95255,1.33607,0.10346,0.63251,0.94814,0.99529,1,0.995,0.69593,0.95202,0.95652,0.95387,0.69647,1.04059,1.31962,0.01731,0.62869,0.94387,0.00167132,0.00167132,0.00167132
168,273.909,0.9348,1.35223,0.14969,0.61642,0.92119,0.9964,1,0.995,0.72473,0.95307,0.95652,0.94632,0.74859,0.94549,1.07177,0.02004,0.58453,0.91884,0.00166934,0.00166934,0.00166934
169,275.455,0.92963,1.30987,0.19732,0.63224,0.95476,0.99689,1,0.995,0.75094,0.95355,0.95652,0.95497,0.74597,0.92104,1.07505,0.01969,0.566,0.90932,0.00166736,0.00166736,0.00166736
170,277.018,0.94462,1.34928,0.12425,0.59752,0.94492,0.99593,1,0.995,0.72955,0.95254,0.95652,0.95554,0.71331,0.92873,1.03416,0.01896,0.56859,0.90965,0.00166538,0.00166538,0.00166538
171,278.554,0.88937,1.15338,0.10103,0.5431,0.91987,0.99615,1,0.995,0.72304,0.99615,1,0.995,0.66837,0.93809,1.08772,0.02168,0.59009,0.91734,0.0016634,0.0016634,0.0016634
172,280.084,0.86804,1.33614,0.12779,0.59317,0.93566,1,0.99974,0.995,0.71729,1,0.99974,0.995,0.62701,0.91151,1.14815,0.02029,0.57641,0.9153,0.00166142,0.00166142,0.00166142
173,281.651,0.89907,1.22689,0.15115,0.55328,0.91046,0.99387,1,0.995,0.74599,0.95052,0.95652,0.9438,0.70572,0.95399,1.03101,0.0215,0.53999,0.91728,0.00165944,0.00165944,0.00165944
174,283.311,0.87589,1.25998,0.12012,0.5742,0.92926,0.9948,1,0.995,0.73638,0.95155,0.95652,0.94127,0.7437,0.98138,1.00753,0.02308,0.56032,0.92673,0.00165746,0.00165746,0.00165746
175,284.91,0.86988,1.30747,0.14226,0.57511,0.92058,0.99421,1,0.995,0.78309,0.95098,0.95652,0.92306,0.72209,0.80267,0.97863,0.02086,0.51808,0.90047,0.00165548,0.00165548,0.00165548
176,286.481,0.85858,1.14338,0.09504,0.57792,0.90975,0.99532,1,0.995,0.72492,0.95204,0.95652,0.92647,0.76213,0.93967,0.92608,0.02424,0.53221,0.91357,0.0016535,0.0016535,0.0016535
177,288.046,0.80344,1.33928,0.14112,0.55237,0.93017,0.99585,1,0.995,0.75618,0.95255,0.95652,0.93387,0.74114,0.84619,1.04966,0.02579,0.52498,0.89303,0.00165152,0.00165152,0.00165152
178,289.565,0.82653,1.37028,0.19091,0.54981,0.91405,0.99657,1,0.995,0.78099,0.95324,0.95652,0.94764,0.74536,0.88806,0.98826,0.02194,0.5319,0.90667,0.00164954,0.00164954,0.00164954
179,291.142,0.83531,1.30863,0.14195,0.54439,0.93145,0.99714,1,0.995,0.75382,0.95378,0.95652,0.96984,0.77961,0.95936,0.97833,0.02088,0.54613,0.92157,0.00164756,0.00164756,0.00164756
180,292.692,0.81799,1.17858,0.102,0.54985,0.92027,0.99662,1,0.995,0.7832,0.95321,0.95652,0.9634,0.79143,0.80487,0.93146,0.0195,0.497,0.88445,0.00164558,0.00164558,0.00164558
181,294.21,0.8008,1.11698,0.09497,0.53533,0.91107,0.99586,1,0.995,0.78708,0.99832,0.95652,0.97081,0.80094,0.84018,0.96373,0.02045,0.5182,0.88634,0.0016436,0.0016436,0.0016436
182,295.838,0.86054,1.17502,0.11398,0.53875,0.92812,0.99659,1,0.995,0.80985,0.99659,1,0.995,0.80419,0.79177,0.93489,0.01884,0.50773,0.87989,0.00164162,0.00164162,0.00164162
183,297.412,0.80618,1.16979,0.12265,0.53096,0.92461,0.99703,1,0.995,0.82448,0.99703,1,0.995,0.77408,0.78844,1.0232,0.01543,0.49601,0.87975,0.00163964,0.00163964,0.00163964
184,298.959,0.84275,1.25214,0.15853,0.56181,0.9336,1,0.99979,0.995,0.79744,1,0.99979,0.995,0.7895,0.81177,0.96516,0.01551,0.49462,0.88073,0.00163766,0.00163766,0.00163766
185,300.546,0.81352,1.24699,0.1082,0.56278,0.92724,0.9169,1,0.98615,0.69406,0.9169,1,0.98615,0.68874,1.06265,1.2681,0.0126,0.57686,0.94706,0.00163568,0.00163568,0.00163568
186,302.063,0.87878,1.26564,0.13375,0.5678,0.92878,0.99273,1,0.995,0.71235,0.99273,1,0.995,0.67672,1.06696,1.25221,0.01282,0.54296,0.93919,0.0016337,0.0016337,0.0016337
187,303.585,0.81781,1.31055,0.10244,0.53564,0.89874,0.99702,1,0.995,0.80185,0.99702,1,0.995,0.7514,0.85718,1.03607,0.01806,0.51712,0.88762,0.00163172,0.00163172,0.00163172
188,305.09,0.87336,1.10125,0.09993,0.54926,0.8885,0.99714,1,0.995,0.79674,0.99714,1,0.995,0.77556,0.9237,1.04156,0.01847,0.52399,0.89743,0.00162974,0.00162974,0.00162974
189,306.743,0.85919,1.13241,0.10472,0.53375,0.89888,0.99677,1,0.995,0.7719,0.99677,1,0.995,0.72598,0.95125,1.06555,0.01712,0.55204,0.91935,0.00162776,0.00162776,0.00162776
190,308.279,0.84626,1.32582,0.10992,0.55141,0.8989,0.99639,1,0.995,0.73057,0.99639,1,0.995,0.7552,0.96614,0.98854,0.01978,0.52865,0.92106,0.00162578,0.00162578,0.00162578
191,309.829,0.75405,1.19825,0.11895,0.52157,0.88476,0.99624,1,0.995,0.78013,0.95293,0.95652,0.96337,0.78316,0.88705,0.97005,0.02124,0.50034,0.90845,0.0016238,0.0016238,0.0016238
192,311.372,0.78881,1.20431,0.15721,0.55023,0.90063,0.99577,1,0.995,0.74928,0.95247,0.95652,0.94353,0.78466,0.93192,0.94281,0.02145,0.53537,0.90009,0.00162182,0.00162182,0.00162182
193,312.923,0.80817,1.15283,0.13303,0.53388,0.91608,0.99702,1,0.995,0.71153,0.95361,0.95652,0.9494,0.76333,0.99021,0.98975,0.01992,0.52179,0.92986,0.00161984,0.00161984,0.00161984
194,314.453,0.91073,1.14854,0.15603,0.57896,0.94398,0.99558,1,0.995,0.74837,0.99558,1,0.995,0.78333,0.92704,0.95023,0.02086,0.557,0.91872,0.00161786,0.00161786,0.00161786
195,315.977,0.82812,1.11384,0.13293,0.52507,0.92796,0.9926,1,0.995,0.75191,0.94926,0.95652,0.95952,0.76747,0.92959,0.97998,0.01974,0.54039,0.91658,0.00161588,0.00161588,0.00161588
196,317.491,0.87826,1.14202,0.14913,0.57323,0.92735,0.99168,1,0.995,0.72719,0.99168,1,0.995,0.76792,0.9612,0.94533,0.01869,0.57694,0.92833,0.0016139,0.0016139,0.0016139
197,319.119,0.81866,1.31028,0.16685,0.54468,0.91423,0.99583,1,0.995,0.7646,0.99583,1,0.995,0.74111,0.84397,0.91832,0.02009,0.54475,0.88986,0.00161192,0.00161192,0.00161192
198,320.624,0.78106,1.18225,0.13649,0.55171,0.9184,0.99594,1,0.995,0.78063,0.99594,1,0.995,0.77111,0.83359,0.98163,0.02144,0.52314,0.89782,0.00160994,0.00160994,0.00160994
199,322.108,0.85782,1.22563,0.16453,0.5554,0.9169,0.99611,1,0.995,0.7663,0.99611,1,0.995,0.76895,0.84664,0.99868,0.02285,0.50735,0.91063,0.00160796,0.00160796,0.00160796
200,323.673,0.85827,1.13498,0.08431,0.55728,0.89233,0.99651,1,0.995,0.7606,0.99651,1,0.995,0.79015,0.92235,0.89921,0.02261,0.52404,0.90391,0.00160598,0.00160598,0.00160598
201,325.17,0.80033,1.06853,0.12478,0.53131,0.88742,0.99562,1,0.995,0.801,0.99562,1,0.995,0.76368,0.83253,0.9303,0.02016,0.51967,0.88258,0.001604,0.001604,0.001604
202,326.786,0.86845,1.15506,0.14645,0.54919,0.90232,0.98962,1,0.995,0.78788,0.98962,1,0.995,0.79489,0.86891,0.9674,0.0224,0.62652,0.88916,0.00160202,0.00160202,0.00160202
203,328.332,0.83149,1.11589,0.18469,0.57279,0.92584,0.92918,1,0.995,0.81826,0.92918,1,0.995,0.79203,0.79441,0.85849,0.02133,0.54795,0.88334,0.00160004,0.00160004,0.00160004
204,329.908,0.83471,1.07755,0.15832,0.53574,0.90317,0.97749,1,0.995,0.8005,0.97749,1,0.995,0.76469,0.89601,0.94586,0.01971,0.55469,0.91004,0.00159806,0.00159806,0.00159806
205,331.485,0.79051,1.10403,0.14768,0.5387,0.90655,0.99562,1,0.995,0.78935,0.99562,1,0.995,0.80293,0.81115,0.91077,0.0231,0.48764,0.88677,0.00159608,0.00159608,0.00159608
206,333.165,0.84327,1.02757,0.09133,0.52899,0.89666,0.99541,1,0.995,0.7826,0.99541,1,0.995,0.79065,0.82852,0.91549,0.02541,0.5152,0.88963,0.0015941,0.0015941,0.0015941
207,334.708,0.80497,1.01633,0.10828,0.50543,0.90959,0.99458,1,0.995,0.77703,0.99458,1,0.995,0.78357,0.9005,0.91195,0.02568,0.57374,0.90354,0.00159212,0.00159212,0.00159212
208,336.233,0.78691,1.05474,0.14948,0.52099,0.90229,0.99356,1,0.995,0.76612,0.99356,1,0.995,0.79708,0.85907,0.84005,0.02385,0.54403,0.89219,0.00159014,0.00159014,0.00159014
209,337.771,0.77198,1.02,0.10156,0.49773,0.88154,0.99681,1,0.995,0.79174,0.99681,1,0.995,0.81225,0.79105,0.89087,0.02229,0.48684,0.87721,0.00158816,0.00158816,0.00158816
210,339.327,0.7672,1.0508,0.11431,0.53156,0.90509,0.99715,1,0.995,0.81183,0.95373,0.95652,0.96426,0.80147,0.83246,0.88037,0.02112,0.4811,0.88735,0.00158618,0.00158618,0.00158618
211,340.862,0.80621,1.14036,0.1188,0.54738,0.89351,0.99663,1,0.995,0.78483,0.95329,0.95652,0.96318,0.78093,0.88011,0.9175,0.0204,0.50713,0.90131,0.0015842,0.0015842,0.0015842
212,342.371,0.79003,0.95161,0.13392,0.52314,0.89005,0.99622,1,0.995,0.77789,0.95281,0.95652,0.95633,0.75908,0.83807,0.91736,0.01923,0.50635,0.88536,0.00158222,0.00158222,0.00158222
